lat,lng,origin
51.5132174748165,-0.147143770281696,51.5132174748165+-0.147143770281696
51.5135044494046,-0.141410517652125,51.5135044494046+-0.141410517652125
51.4972048988677,-0.109585852727754,51.4972048988677+-0.109585852727754
51.5122977066247,-0.130549942240183,51.5122977066247+-0.130549942240183
51.5123364078547,-0.130721299065729,51.5123364078547+-0.130721299065729
51.494094736586,-0.174368605342015,51.494094736586+-0.174368605342015
51.5097256682237,-0.122657153086833,51.5097256682237+-0.122657153086833
51.5135110673638,-0.14182819970974,51.5135110673638+-0.14182819970974
51.5121899871351,-0.153267191957303,51.5121899871351+-0.153267191957303
51.4743019957359,-0.154250542100665,51.4743019957359+-0.154250542100665
51.51120257266,-0.156809084153827,51.51120257266+-0.156809084153827
51.5042577636199,-0.11422193927747,51.5042577636199+-0.11422193927747
51.5010937752161,-0.111514126259789,51.5010937752161+-0.111514126259789
51.4748776658749,-0.127040232499299,51.4748776658749+-0.127040232499299
51.5134481082376,-0.138991577936026,51.5134481082376+-0.138991577936026
51.5124423504024,-0.152161692346123,51.5124423504024+-0.152161692346123
51.5129553156903,-0.134010714289464,51.5129553156903+-0.134010714289464
51.5118445572189,-0.128637337110813,51.5118445572189+-0.128637337110813
51.5134196206944,-0.138329782603078,51.5134196206944+-0.138329782603078
51.513483979584,-0.139552188422698,51.513483979584+-0.139552188422698
51.5133963982519,-0.145378237216304,51.5133963982519+-0.145378237216304
51.4792659337695,-0.165715185407562,51.4792659337695+-0.165715185407562
51.513209984649,-0.135888284071768,51.513209984649+-0.135888284071768
51.5106796258836,-0.124952560352909,51.5106796258836+-0.124952560352909
51.5132114715,-0.135888289,51.5132114715+-0.135888289
51.4943168933395,-0.108941811996175,51.4943168933395+-0.108941811996175
51.513236585906,-0.147215054927788,51.513236585906+-0.147215054927788
51.484900583576,-0.111664715604104,51.484900583576+-0.111664715604104
51.4938486629121,-0.108903565852757,51.4938486629121+-0.108903565852757
51.5118017559564,-0.154882574793047,51.5118017559564+-0.154882574793047
51.4746182631905,-0.155490560886168,51.4746182631905+-0.155490560886168
51.5117388095045,-0.1282093231602,51.5117388095045+-0.1282093231602
51.5133605729174,-0.145956174800959,51.5133605729174+-0.145956174800959
51.5135342884606,-0.142158733634072,51.5135342884606+-0.142158733634072
51.513413005218,-0.145291090235708,51.513413005218+-0.145291090235708
51.4879662308767,-0.109939199756061,51.4879662308767+-0.109939199756061
51.510294361823,-0.123916365980438,51.510294361823+-0.123916365980438
51.5134755253836,-0.13901928476061,51.5134755253836+-0.13901928476061
51.4753394907499,-0.125552504987791,51.4753394907499+-0.125552504987791
51.494562503949,-0.174378728884027,51.494562503949+-0.174378728884027
51.4737157170451,-0.151855082980824,51.4737157170451+-0.151855082980824
51.5134366796321,-0.138271438708606,51.5134366796321+-0.138271438708606
51.5134486381897,-0.138458308500395,51.5134486381897+-0.138458308500395
51.5134996683032,-0.139407428029297,51.5134996683032+-0.139407428029297
51.5127826006691,-0.132763936484902,51.5127826006691+-0.132763936484902
51.5134370044482,-0.145102758304569,51.5134370044482+-0.145102758304569
51.5119959258542,-0.129106718874934,51.5119959258542+-0.129106718874934
51.5132469377204,-0.147301107050127,51.5132469377204+-0.147301107050127
51.5130320205926,-0.13431023141307,51.5130320205926+-0.13431023141307
51.51290121541,-0.13343644743283,51.51290121541+-0.13343644743283
51.5135553163755,-0.14178316267122,51.5135553163755+-0.14178316267122
51.512303479257,-0.13034794131341,51.512303479257+-0.13034794131341
51.5100503412591,-0.123277892938318,51.5100503412591+-0.123277892938318
51.5129178131158,-0.14980772232368,51.5129178131158+-0.14980772232368
51.5014836757332,-0.111714133491324,51.5014836757332+-0.111714133491324
51.4908653518533,-0.109041426841105,51.4908653518533+-0.109041426841105
51.513439054375,-0.145232383833276,51.513439054375+-0.145232383833276
51.5135194694636,-0.139521918200533,51.5135194694636+-0.139521918200533
51.5135339387695,-0.139867219756807,51.5135339387695+-0.139867219756807
51.5127019930435,-0.132219581184177,51.5127019930435+-0.132219581184177
51.5134537385404,-0.138213094771116,51.5134537385404+-0.138213094771116
51.5134330283971,-0.145419985726977,51.5134330283971+-0.145419985726977
51.5113851505317,-0.12689796374613,51.5113851505317+-0.12689796374613
51.5110164958208,-0.125774587549743,51.5110164958208+-0.125774587549743
51.5132556047779,-0.135929657857486,51.5132556047779+-0.135929657857486
51.5128204212851,-0.150474615078161,51.5128204212851+-0.150474615078161
51.4816103253629,-0.114522627667323,51.4816103253629+-0.114522627667323
51.5134999715971,-0.138859755142742,51.5134999715971+-0.138859755142742
51.512819235201,-0.132805674209635,51.512819235201+-0.132805674209635
51.5135571653852,-0.140197752706414,51.5135571653852+-0.140197752706414
51.513397658193,-0.146026729409808,51.513397658193+-0.146026729409808
51.4783714349643,-0.118904519549662,51.4783714349643+-0.118904519549662
51.5133819804007,-0.13709187792397,51.5133819804007+-0.13709187792397
51.512862629545,-0.150299962754197,51.512862629545+-0.150299962754197
51.5135512269032,-0.139823279098406,51.5135512269032+-0.139823279098406
51.512388261864,-0.130589470361415,51.512388261864+-0.130589470361415
51.5118559032136,-0.154894798554321,51.5118559032136+-0.154894798554321
51.5134362915694,-0.137680558381797,51.5134362915694+-0.137680558381797
51.480585922768,-0.115688216154387,51.480585922768+-0.115688216154387
51.5110153450841,-0.125702577981597,51.5110153450841+-0.125702577981597
51.5112040523826,-0.126256878118747,51.5112040523826+-0.126256878118747
51.5131644594482,-0.148342117239189,51.5131644594482+-0.148342117239189
51.4832883056073,-0.170493856591227,51.4832883056073+-0.170493856591227
51.4815036430352,-0.114599038061709,51.4815036430352+-0.114599038061709
51.5130163892377,-0.133892922774455,51.5130163892377+-0.133892922774455
51.4840719567555,-0.171153826171158,51.4840719567555+-0.171153826171158
51.5132920989286,-0.147313686759703,51.5132920989286+-0.147313686759703
51.5116966564372,-0.127821938586366,51.5116966564372+-0.127821938586366
51.5135032441332,-0.138499318733448,51.5135032441332+-0.138499318733448
51.4731759167744,-0.134237643909486,51.4731759167744+-0.134237643909486
51.5135981080019,-0.142213785636114,51.5135981080019+-0.142213785636114
51.5135400319007,-0.139117540724272,51.5135400319007+-0.139117540724272
51.5135050257943,-0.144854989300598,51.5135050257943+-0.144854989300598
51.5133131871047,-0.136157900266006,51.5133131871047+-0.136157900266006
51.5131568648577,-0.134809551250851,51.5131568648577+-0.134809551250851
51.5103192483067,-0.123785643326553,51.5103192483067+-0.123785643326553
51.5136083238882,-0.141723356964016,51.5136083238882+-0.141723356964016
51.4728047877829,-0.137478226554976,51.4728047877829+-0.137478226554976
51.5001813838392,-0.17255493132751,51.5001813838392+-0.17255493132751
51.5129645805151,-0.133462681211959,51.5129645805151+-0.133462681211959
51.5135775017216,-0.139778972303476,51.5135775017216+-0.139778972303476
51.5134982147578,-0.138182457120952,51.5134982147578+-0.138182457120952
51.4751435377165,-0.157442170616776,51.4751435377165+-0.157442170616776
51.5134075678663,-0.137004361468869,51.5134075678663+-0.137004361468869
51.5133569393067,-0.146864282156549,51.5133569393067+-0.146864282156549
51.5124050873733,-0.130516722611672,51.5124050873733+-0.130516722611672
51.4808937466949,-0.11525787393506,51.4808937466949+-0.11525787393506
51.513529707804,-0.14470986536164,51.513529707804+-0.14470986536164
51.5135727042671,-0.139476512778086,51.5135727042671+-0.139476512778086
51.4831224944209,-0.112933582656754,51.4831224944209+-0.112933582656754
51.4949682594278,-0.174448954899534,51.4949682594278+-0.174448954899534
51.5125601204942,-0.131216555621278,51.5125601204942+-0.131216555621278
51.5094131997345,-0.12167564857884,51.5094131997345+-0.12167564857884
51.4953899715926,-0.174388887539078,51.4953899715926+-0.174388887539078
51.5129929157265,-0.133547994799653,51.5129929157265+-0.133547994799653
51.4926323357837,-0.174585489236327,51.4926323357837+-0.174585489236327
51.5117802948317,-0.127991448759239,51.5117802948317+-0.127991448759239
51.4908578805481,-0.174397078569761,51.4908578805481+-0.174397078569761
51.4837450606483,-0.170950864503412,51.4837450606483+-0.170950864503412
51.5133201966571,-0.147384606991673,51.5133201966571+-0.147384606991673
51.5135396480878,-0.138526658942588,51.5135396480878+-0.138526658942588
51.4836540690136,-0.17088249205184,51.4836540690136+-0.17088249205184
51.5119012902565,-0.154921787879237,51.5119012902565+-0.154921787879237
51.5135546174755,-0.144579144138441,51.5135546174755+-0.144579144138441
51.4800117352621,-0.11633115095961,51.4800117352621+-0.11633115095961
51.5136300866421,-0.142529551977783,51.5136300866421+-0.142529551977783
51.4911323956087,-0.108871920667214,51.4911323956087+-0.108871920667214
51.4986764399462,-0.109942781256926,51.4986764399462+-0.109942781256926
51.4984066750339,-0.173504762198409,51.4984066750339+-0.173504762198409
51.5132340795293,-0.148195173948889,51.5132340795293+-0.148195173948889
51.5124223719816,-0.130472779601008,51.5124223719816+-0.130472779601008
51.4785794943751,-0.11842072153545,51.4785794943751+-0.11842072153545
51.5122325098583,-0.153683411392919,51.5122325098583+-0.153683411392919
51.5135348474071,-0.13822419988289,51.5135348474071+-0.13822419988289
51.5041439039942,-0.11385200042451,51.5041439039942+-0.11385200042451
51.5135842798445,-0.139072501056062,51.5135842798445+-0.139072501056062
51.4799689681252,-0.166968711476928,51.4799689681252+-0.166968711476928
51.5134621589367,-0.146124995260704,51.5134621589367+-0.146124995260704
51.5136254046962,-0.139964378858091,51.5136254046962+-0.139964378858091
51.4865977781454,-0.110399092096488,51.4865977781454+-0.110399092096488
51.5131096930609,-0.134105289838179,51.5131096930609+-0.134105289838179
51.5117578027003,-0.155518458454204,51.5117578027003+-0.155518458454204
51.4841647440262,-0.171337350361519,51.4841647440262+-0.171337350361519
51.513115191758,-0.149208833844262,51.513115191758+-0.149208833844262
51.5135235789117,-0.145459544396745,51.5135235789117+-0.145459544396745
51.5134101770417,-0.146818885389273,51.5134101770417+-0.146818885389273
51.5117411880607,-0.155605598733919,51.5117411880607+-0.155605598733919
51.5131804940974,-0.148788239063338,51.5131804940974+-0.148788239063338
51.5133480668541,-0.147441124484835,51.5133480668541+-0.147441124484835
51.5125535950285,-0.152373367726692,51.5125535950285+-0.152373367726692
51.4746549565047,-0.156108273667861,51.4746549565047+-0.156108273667861
51.5136298228628,-0.139675955708452,51.5136298228628+-0.139675955708452
51.4758510718375,-0.123803500787028,51.4758510718375+-0.123803500787028
51.5135760520363,-0.138553999194744,51.5135760520363+-0.138553999194744
51.510129146766,-0.123144954674349,51.510129146766+-0.123144954674349
51.4874608682991,-0.173380458532116,51.4874608682991+-0.173380458532116
51.5129581620768,-0.133059408723229,51.5129581620768+-0.133059408723229
51.5130018745102,-0.15000608353932,51.5130018745102+-0.15000608353932
51.5136691770544,-0.141591170979556,51.5136691770544+-0.141591170979556
51.5102786937622,-0.123499086862004,51.5102786937622+-0.123499086862004
51.5134499847041,-0.136844097722878,51.5134499847041+-0.136844097722878
51.513668861024,-0.142138846206324,51.513668861024+-0.142138846206324
51.5136128395254,-0.139172222221493,51.5136128395254+-0.139172222221493
51.5134036934313,-0.146977681338754,51.5134036934313+-0.146977681338754
51.5130173544861,-0.133388464137997,51.5130173544861+-0.133388464137997
51.5113031354623,-0.126267224053006,51.5113031354623+-0.126267224053006
51.5127206950316,-0.131699988314754,51.5127206950316+-0.131699988314754
51.5130355496942,-0.149860599715426,51.5130355496942+-0.149860599715426
51.5128777851191,-0.132529453336467,51.5128777851191+-0.132529453336467
51.5135712514236,-0.138251539889269,51.5135712514236+-0.138251539889269
51.4780700444565,-0.11917613740614,51.4780700444565+-0.11917613740614
51.4794829868517,-0.166368938641002,51.4794829868517+-0.166368938641002
51.513684324778,-0.141979683143425,51.513684324778+-0.141979683143425
51.5136190840206,-0.138999021865006,51.5136190840206+-0.138999021865006
51.4740363933917,-0.153944470689089,51.4740363933917+-0.153944470689089
51.4729253141964,-0.135443012779122,51.4729253141964+-0.135443012779122
51.5121508028771,-0.154205534909991,51.5121508028771+-0.154205534909991
51.5096056087067,-0.121898309686005,51.5096056087067+-0.121898309686005
51.5136886595332,-0.142253338053338,51.5136886595332+-0.142253338053338
51.5133671777658,-0.147512409462548,51.5133671777658+-0.147512409462548
51.5136034692832,-0.138581705829537,51.5136034692832+-0.138581705829537
51.5129256994558,-0.132714849164727,51.5129256994558+-0.132714849164727
51.5127289934225,-0.131656413124483,51.5127289934225+-0.131656413124483
51.4898044712193,-0.109056513547536,51.4898044712193+-0.109056513547536
51.5117090908699,-0.155851890995894,51.5117090908699+-0.155851890995894
51.4927421954806,-0.174710750360438,51.4927421954806+-0.174710750360438
51.5096609120599,-0.121982500995611,51.5096609120599+-0.121982500995611
51.5134753431786,-0.136742178222758,51.5134753431786+-0.136742178222758
51.5132147322665,-0.134490122734133,51.5132147322665+-0.134490122734133
51.511341221965,-0.157048481899144,51.511341221965+-0.157048481899144
51.5132653599979,-0.14846773395447,51.5132653599979+-0.14846773395447
51.5136492433286,-0.139199563034631,51.5136492433286+-0.139199563034631
51.5132186311016,-0.148829995323682,51.5132186311016+-0.148829995323682
51.5122627409919,-0.129484904541742,51.5122627409919+-0.129484904541742
51.5131735162687,-0.134160329987728,51.5131735162687+-0.134160329987728
51.5117844537479,-0.127688634705694,51.5117844537479+-0.127688634705694
51.513440778101,-0.147048236858917,51.513440778101+-0.147048236858917
51.5136449014522,-0.138925908834853,51.5136449014522+-0.138925908834853
51.5040959603321,-0.113666660582863,51.5040959603321+-0.113666660582863
51.4985248501124,-0.173586481829872,51.4985248501124+-0.173586481829872
51.5137191307958,-0.141906205958781,51.5137191307958+-0.141906205958781
51.5105197185573,-0.123950341611103,51.5105197185573+-0.123950341611103
51.5105664945522,-0.124063709778965,51.5105664945522+-0.124063709778965
51.4821540696182,-0.113664868895934,51.4821540696182+-0.113664868895934
51.5116504856366,-0.15612807625035,51.5116504856366+-0.15612807625035
51.513616870743,-0.138292916376114,51.513616870743+-0.138292916376114
51.5128831024453,-0.132298644890209,51.5128831024453+-0.132298644890209
51.4774216483956,-0.120239665881349,51.4774216483956+-0.120239665881349
51.4927462643493,-0.108574641759755,51.4927462643493+-0.108574641759755
51.5121447624781,-0.154393130688326,51.5121447624781+-0.154393130688326
51.5123987237781,-0.153388456155171,51.5123987237781+-0.153388456155171
