lat,lng,origin
51.5136493170624,-0.138637485527433,51.5136493170624+-0.138637485527433
51.5134042621177,-0.147582965369665,51.5134042621177+-0.147582965369665
51.5129211131646,-0.132426797739723,51.5129211131646+-0.132426797739723
51.5135444054278,-0.146208128840178,51.5135444054278+-0.146208128840178
51.5110165055337,-0.125212544109075,51.5110165055337+-0.125212544109075
51.5136854186249,-0.139212501024756,51.5136854186249+-0.139212501024756
51.5132601237989,-0.134517092420655,51.5132601237989+-0.134517092420655
51.5106121187285,-0.124105069314049,51.5106121187285+-0.124105069314049
51.5129180098081,-0.150960667536321,51.5129180098081+-0.150960667536321
51.5136813053108,-0.138953249468641,51.5136813053108+-0.138953249468641
51.4998972838436,-0.110367732932832,51.4998972838436+-0.110367732932832
51.5130883309696,-0.133327914783148,51.5130883309696+-0.133327914783148
51.5121122146574,-0.154610620931094,51.5121122146574+-0.154610620931094
51.513752567654,-0.141746311212326,51.513752567654+-0.141746311212326
51.5116179345598,-0.156345562975007,51.5116179345598+-0.156345562975007
51.512811479319,-0.131753921600766,51.512811479319+-0.131753921600766
51.4791898469677,-0.117229094193928,51.4791898469677+-0.117229094193928
51.5136535033542,-0.138334659333734,51.5136535033542+-0.138334659333734
51.5137590441603,-0.141587513487849,51.5137590441603+-0.141587513487849
51.5136734954301,-0.144704023213481,51.5136734954301+-0.144704023213481
51.4857857306998,-0.17264081562134,51.4857857306998+-0.17264081562134
51.5134780902585,-0.147133195359093,51.5134780902585+-0.147133195359093
51.5136767342902,-0.138665192256201,51.5136767342902+-0.138665192256201
51.5004779919698,-0.110689506347304,51.5004779919698+-0.110689506347304
51.480218858631,-0.115789755432191,51.480218858631+-0.115789755432191
51.4918648835193,-0.10856790631263,51.4918648835193+-0.10856790631263
51.4788995266256,-0.117629883532154,51.4788995266256+-0.117629883532154
51.5137107791648,-0.13911058225811,51.5137107791648+-0.13911058225811
51.5137374348271,-0.139657159314031,51.5137374348271+-0.139657159314031
51.4800282887268,-0.167311969261761,51.4800282887268+-0.167311969261761
51.4765833744716,-0.121800582797334,51.4765833744716+-0.121800582797334
51.5135348535061,-0.146741764942151,51.5135348535061+-0.146741764942151
51.5131051581749,-0.133255166876468,51.5131051581749+-0.133255166876468
51.5112215773396,-0.125665290665653,51.5112215773396+-0.125665290665653
51.5116471430756,-0.126973686731878,51.5116471430756+-0.126973686731878
51.5130695520713,-0.150305992911646,51.5130695520713+-0.150305992911646
51.5134415738917,-0.147667924249628,51.5134415738917+-0.147667924249628
51.4791643943815,-0.166122493852062,51.4791643943815+-0.166122493852062
51.51371816622,-0.139009395894274,51.51371816622+-0.139009395894274
51.5124880661621,-0.130080971003747,51.5124880661621+-0.130080971003747
51.5137041515117,-0.138692899017992,51.5137041515117+-0.138692899017992
51.5132546254497,-0.134171427834107,51.5132546254497+-0.134171427834107
51.4831206981871,-0.170702199140797,51.4831206981871+-0.170702199140797
51.5115897730833,-0.126759866748974,51.5115897730833+-0.126759866748974
51.5128571008643,-0.131795290866576,51.5128571008643+-0.131795290866576
51.5115517562482,-0.126631722486662,51.5115517562482+-0.126631722486662
51.4740153230952,-0.154319711851299,51.4740153230952+-0.154319711851299
51.5115420794849,-0.126588884889915,51.5115420794849+-0.126588884889915
51.5113812540497,-0.126091081060691,51.5113812540497+-0.126091081060691
51.5124618579421,-0.153400314873373,51.5124618579421+-0.153400314873373
51.5128075790171,-0.13150907863101,51.5128075790171+-0.13150907863101
51.5101510360135,-0.122827011061289,51.5101510360135+-0.122827011061289
51.4906888030148,-0.108688607704382,51.4906888030148+-0.108688607704382
51.5137365966647,-0.139037469141064,51.5137365966647+-0.139037469141064
51.4917994661005,-0.174806025425309,51.4917994661005+-0.174806025425309
51.5135525622505,-0.136508433061832,51.5135525622505+-0.136508433061832
51.5121982534344,-0.128824606663361,51.5121982534344+-0.128824606663361
51.5135154023556,-0.147218153998936,51.5135154023556+-0.147218153998936
51.5114089042627,-0.126133180877565,51.5114089042627+-0.126133180877565
51.5136006021718,-0.146349968772757,51.5136006021718+-0.146349968772757
51.5130471341985,-0.150595140098242,51.5130471341985+-0.150595140098242
51.513562235427,-0.136551274730041,51.513562235427+-0.136551274730041
51.5129730656285,-0.151030497849521,51.5129730656285+-0.151030497849521
51.500231410948,-0.110454768289175,51.500231410948+-0.110454768289175
51.5129628356599,-0.132223323878895,51.5129628356599+-0.132223323878895
51.5131807190072,-0.13348267035551,51.5131807190072+-0.13348267035551
51.4786873126165,-0.117854638488232,51.4786873126165+-0.117854638488232
51.5131629545534,-0.149956321634074,51.5131629545534+-0.149956321634074
51.5121077596468,-0.154899033981962,51.5121077596468+-0.154899033981962
51.4788617490293,-0.165745802413139,51.4788617490293+-0.165745802413139
51.513469898863,-0.147753247802486,51.513469898863+-0.147753247802486
51.5129819557531,-0.132294601648952,51.5129819557531+-0.132294601648952
51.5128151889781,-0.131422295740582,51.5128151889781+-0.131422295740582
51.5124890450147,-0.153413627250112,51.5124890450147+-0.153413627250112
51.5128833726125,-0.131750980214053,51.5128833726125+-0.131750980214053
51.5112757272937,-0.125677479559619,51.5112757272937+-0.125677479559619
51.5131399586715,-0.133181684125611,51.5131399586715+-0.133181684125611
51.479407117057,-0.116759301673954,51.479407117057+-0.116759301673954
51.486503968782,-0.110158108268793,51.486503968782+-0.110158108268793
51.512941205169,-0.151291202478683,51.512941205169+-0.151291202478683
51.5074303565143,-0.165708288863877,51.5074303565143+-0.165708288863877
51.5138318506728,-0.141642199207174,51.5138318506728+-0.141642199207174
51.4885421926199,-0.174100664286667,51.4885421926199+-0.174100664286667
51.5136439668975,-0.137167662594309,51.5136439668975+-0.137167662594309
51.4841970914394,-0.171681723860698,51.4841970914394+-0.171681723860698
51.5137592144935,-0.138762715526078,51.5137592144935+-0.138762715526078
51.5136315487246,-0.13695198673424,51.5136315487246+-0.13695198673424
51.4728027090161,-0.148133774594946,51.4728027090161+-0.148133774594946
51.5137456563055,-0.13847502421589,51.5137456563055+-0.13847502421589
51.4731039010695,-0.133103030658222,51.4731039010695+-0.133103030658222
51.4914321347448,-0.108499386367587,51.4914321347448+-0.108499386367587
51.5120427464485,-0.12809598314789,51.5120427464485+-0.12809598314789
51.5119901000818,-0.155422606050482,51.5119901000818+-0.155422606050482
51.5103918329029,-0.123263859254563,51.5103918329029+-0.123263859254563
51.5137223146698,-0.138043675824472,51.5137223146698+-0.138043675824472
51.5135979533384,-0.136535404957967,51.5135979533384+-0.136535404957967
51.4859509754133,-0.110440235344043,51.4859509754133+-0.110440235344043
51.4835599275887,-0.171188713873418,51.4835599275887+-0.171188713873418
51.5138258529468,-0.140129160320652,51.5138258529468+-0.140129160320652
51.49118074284,-0.108524196791472,51.49118074284+-0.108524196791472
51.4854433780405,-0.110749285664607,51.4854433780405+-0.110749285664607
51.5125162320859,-0.15342693964233,51.5125162320859+-0.15342693964233
51.5102231594749,-0.122838457543906,51.5102231594749+-0.122838457543906
51.4924554431087,-0.108385001665586,51.4924554431087+-0.108385001665586
51.505299786837,-0.114712072646789,51.505299786837+-0.114712072646789
51.5102246253,-0.1228384623,51.5102246253+-0.1228384623
51.493896777206,-0.17493834304503,51.493896777206+-0.17493834304503
51.5133774087268,-0.134541125113082,51.5133774087268+-0.134541125113082
51.4952971663948,-0.174781565785548,51.4952971663948+-0.174781565785548
51.4753498820766,-0.124515271091181,51.4753498820766+-0.124515271091181
51.5131660017011,-0.133122971326208,51.5131660017011+-0.133122971326208
51.5127145360635,-0.130749055848896,51.5127145360635+-0.130749055848896
51.5123477835774,-0.12917877377254,51.5123477835774+-0.12917877377254
51.5130184535208,-0.151057483941974,51.5130184535208+-0.151057483941974
51.486060721029,-0.172975503511577,51.486060721029+-0.172975503511577
51.4838335752272,-0.171437014630953,51.4838335752272+-0.171437014630953
51.5136272016065,-0.136678332989816,51.5136272016065+-0.136678332989816
51.484472,-0.171929900000009,51.484472+-0.171929900000009
51.5130665050936,-0.132521735356503,51.5130665050936+-0.132521735356503
51.5135067556283,-0.147809401185763,51.5135067556283+-0.147809401185763
51.5135619286392,-0.147317151048575,51.5135619286392+-0.147317151048575
51.5137866316927,-0.13879042239581,51.5137866316927+-0.13879042239581
51.5130268890742,-0.132292763804398,51.5130268890742+-0.132292763804398
51.5138130603666,-0.139322597226108,51.5138130603666+-0.139322597226108
51.5131098143963,-0.150578189537405,51.5131098143963+-0.150578189537405
51.4866414896964,-0.173312378634061,51.4866414896964+-0.173312378634061
51.5129084972183,-0.131634656713858,51.5129084972183+-0.131634656713858
51.5136713579013,-0.14627503568108,51.5136713579013+-0.14627503568108
51.4724629133451,-0.138600887233151,51.4724629133451+-0.138600887233151
51.5136352730278,-0.13662035495817,51.5136352730278+-0.13662035495817
51.5121360606193,-0.1283083336146,51.5121360606193+-0.1283083336146
51.4861337376602,-0.173044602051281,51.4861337376602+-0.173044602051281
51.5137229508973,-0.137611218355641,51.5137229508973+-0.137611218355641
51.4822998951171,-0.113226781851264,51.4822998951171+-0.113226781851264
51.4748069602573,-0.125991933298242,51.4748069602573+-0.125991933298242
51.5137244405014,-0.13761122334473,51.5137244405014+-0.13761122334473
51.4846713670658,-0.172109245909435,51.4846713670658+-0.172109245909435
51.5107459967101,-0.124041924805135,51.5107459967101+-0.124041924805135
51.5132632034221,-0.133580183114369,51.5132632034221+-0.133580183114369
51.513475750036,-0.135070355996393,51.513475750036+-0.135070355996393
51.4750642959876,-0.158122161829331,51.4750642959876+-0.158122161829331
51.4812736543735,-0.114277277434598,51.4812736543735+-0.114277277434598
51.4994036559939,-0.109869472395898,51.4994036559939+-0.109869472395898
51.5127507122274,-0.130761986873152,51.5127507122274+-0.130761986873152
51.489510740039,-0.174508508610325,51.489510740039+-0.174508508610325
51.5131920447005,-0.133064258460196,51.5131920447005+-0.133064258460196
51.5130632944258,-0.132320098751556,51.5130632944258+-0.132320098751556
51.488922161388,-0.108992188493704,51.488922161388+-0.108992188493704
51.5134230293177,-0.134582497687735,51.5134230293177+-0.134582497687735
51.5138015877944,-0.144842940769916,51.5138015877944+-0.144842940769916
51.5123754722984,-0.15419645369119,51.5123754722984+-0.15419645369119
51.5099597763716,-0.122114321122709,51.5099597763716+-0.122114321122709
51.472749470001,-0.148179128296486,51.472749470001+-0.148179128296486
51.512866814293,-0.131276063872571,51.512866814293+-0.131276063872571
51.5001622749103,-0.173059970357309,51.5001622749103+-0.173059970357309
51.4751238234063,-0.124999744468949,51.4751238234063+-0.124999744468949
51.5129349983384,-0.131604748486703,51.5129349983384+-0.131604748486703
51.5125616194511,-0.15345392787292,51.5125616194511+-0.15345392787292
51.5135983306082,-0.147344498375725,51.5135983306082+-0.147344498375725
51.4861187052231,-0.110246055385994,51.4861187052231+-0.110246055385994
51.5120534605753,-0.155448869978494,51.5120534605753+-0.155448869978494
51.5137601943195,-0.145637292948101,51.5137601943195+-0.145637292948101
51.4948025636744,-0.108388679816265,51.4948025636744+-0.108388679816265
51.5135238893881,-0.135270159789911,51.5135238893881+-0.135270159789911
51.5135440672414,-0.147894360443583,51.5135440672414+-0.147894360443583
51.4729420876395,-0.133671210805548,51.4729420876395+-0.133671210805548
51.4973658944794,-0.108974093957393,51.4973658944794+-0.108974093957393
51.5138557088846,-0.139176737038346,51.5138557088846+-0.139176737038346
51.4871080965302,-0.109701013404999,51.4871080965302+-0.109701013404999
51.5131996558072,-0.132977475066722,51.5131996558072+-0.132977475066722
51.5136548670003,-0.146938664249186,51.5136548670003+-0.146938664249186
51.5137165192074,-0.146287614478979,51.5137165192074+-0.146287614478979
51.5131098331267,-0.132419079323625,51.5131098331267+-0.132419079323625
51.5095954599649,-0.121264646629244,51.5095954599649+-0.121264646629244
51.5131558836836,-0.15064838363044,51.5131558836836+-0.15064838363044
51.5130211547962,-0.131932698823898,51.5130211547962+-0.131932698823898
51.513689879592,-0.13666136313812,51.513689879592+-0.13666136313812
51.4737818681564,-0.129374653571118,51.4737818681564+-0.129374653571118
51.5134594341541,-0.134609834703599,51.5134594341541+-0.134609834703599
51.480504545607,-0.115101098464848,51.480504545607+-0.115101098464848
51.512893085842,-0.131231752916772,51.512893085842+-0.131231752916772
51.5132074961246,-0.132905094309424,51.5132074961246+-0.132905094309424
51.5139177972567,-0.143094338116764,51.5139177972567+-0.143094338116764
51.5129608111314,-0.131531632500215,51.5129608111314+-0.131531632500215
51.5122254940662,-0.154951923677197,51.5122254940662+-0.154951923677197
51.5134272051495,-0.134279672894841,51.5134272051495+-0.134279672894841
51.5123613516705,-0.154442023896303,51.5123613516705+-0.154442023896303
51.5133362427242,-0.133649258103869,51.5133362427242+-0.133649258103869
51.5128239826692,-0.130845459082449,51.5128239826692+-0.130845459082449
51.4991110163761,-0.173692716624828,51.4991110163761+-0.173692716624828
51.5132236897204,-0.150386221313723,51.5132236897204+-0.150386221313723
51.4938540831117,-0.175084106755328,51.4938540831117+-0.175084106755328
51.5135721646251,-0.147965281429383,51.5135721646251+-0.147965281429383
51.511722448493,-0.156701631632928,51.511722448493+-0.156701631632928
51.5105459881438,-0.123343991409098,51.5105459881438+-0.123343991409098
51.5102561092901,-0.122649758523967,51.5102561092901+-0.122649758523967
51.511043011871,-0.12462058977145,51.511043011871+-0.12462058977145
51.5139347606019,-0.14293517954978,51.5139347606019+-0.14293517954978
51.5126072335558,-0.153495318798318,51.5126072335558+-0.153495318798318
51.5131757209756,-0.13260374094761,51.5131757209756+-0.13260374094761
51.511799934173,-0.156482330678494,51.511799934173+-0.156482330678494
51.4776663376871,-0.119235947222068,51.4776663376871+-0.119235947222068
51.5134960680461,-0.134651574531275,51.5134960680461+-0.134651574531275
